,country,year,life_expectancy
930,Nepal,1804,32.8
931,Netherlands,1804,39.86
932,Netherlands Antilles,1804,34.41
933,New Caledonia,1804,26.0
934,New Zealand,1804,34.05
935,Nicaragua,1804,25.4
936,Niger,1804,30.8
937,Nigeria,1804,30.4
938,Norway,1804,40.52
939,Oman,1804,32.3
940,Pakistan,1804,25.8
941,Panama,1804,32.9
942,Papua New Guinea,1804,31.5
943,Paraguay,1804,35.5
944,Peru,1804,35.7
945,Philippines,1804,30.9
946,Poland,1804,35.9
947,Portugal,1804,35.6
948,Puerto Rico,1804,30.43
949,Qatar,1804,30.8
950,Reunion,1804,33.0
951,Romania,1804,35.7
952,Russia,1804,29.57
953,Rwanda,1804,31.8
954,St. Lucia,1804,28.01
955,St. Vincent and the Grenadines,1804,25.99
956,Samoa,1804,25.4
957,Sao Tome and Principe,1804,31.0
958,Saudi Arabia,1804,32.1
959,Senegal,1804,25.2
960,Serbia,1804,35.5
961,Seychelles,1804,37.0
962,Sierra Leone,1804,25.1
963,Singapore,1804,29.1
964,Slovak Republic,1804,36.4
965,Slovenia,1804,36.6
966,Solomon Islands,1804,25.1
967,Somalia,1804,29.4
968,South Africa,1804,33.5
969,Spain,1804,29.5
970,Sri Lanka,1804,32.6
971,Sudan,1804,31.4
972,Suriname,1804,32.9
973,Swaziland,1804,32.3
974,Sweden,1804,39.7
975,Switzerland,1804,38.0
976,Syria,1804,31.1
977,Taiwan,1804,28.3
978,Tajikistan,1804,24.24
979,Tanzania,1804,32.2
980,Thailand,1804,30.4
981,Timor-Leste,1804,28.95
982,Togo,1804,31.3
983,Tonga,1804,28.2
984,Trinidad and Tobago,1804,32.9
985,Tunisia,1804,28.8
986,Turkey,1804,35.0
987,Turkmenistan,1804,24.0
988,Uganda,1804,25.3
989,Ukraine,1804,36.6
990,United Arab Emirates,1804,30.7
991,United Kingdom,1804,41.44
992,United States,1804,39.41
993,Uruguay,1804,32.9
994,Uzbekistan,1804,26.93
995,Vanuatu,1804,24.3
996,Venezuela,1804,32.2
997,West Bank and Gaza,1804,32.1
998,Western Sahara,1804,34.75
999,Vietnam,1804,32.0
1000,Virgin Islands (U.S.),1804,33.4
1001,Yemen,1804,23.39
1002,Zambia,1804,32.6
1003,Zimbabwe,1804,33.7
1004,South Sudan,1804,26.67
1005,Afghanistan,1805,28.16
1006,Albania,1805,35.4
1007,Algeria,1805,28.82
1008,Angola,1805,26.98
1009,Antigua and Barbuda,1805,33.54
1010,Argentina,1805,33.2
1011,Armenia,1805,34.0
1012,Aruba,1805,34.42
1013,Australia,1805,34.05
1014,Austria,1805,34.4
1015,Azerbaijan,1805,29.17
1016,Bahamas,1805,35.18
1017,Bahrain,1805,30.3
1018,Bangladesh,1805,25.5
1019,Barbados,1805,32.12
1020,Belarus,1805,36.2
1021,Belgium,1805,40.04
1022,Belize,1805,26.5
1023,Benin,1805,31.0
1024,Bhutan,1805,28.8
1025,Bolivia,1805,33.0
1026,Bosnia and Herzegovina,1805,35.1
1027,Botswana,1805,33.6
1028,Brazil,1805,32.0
1029,Brunei,1805,29.2
1030,Bulgaria,1805,36.02
1031,Burkina Faso,1805,29.2
1032,Burundi,1805,31.5
1033,Cambodia,1805,35.0
1034,Cameroon,1805,28.75
1035,Canada,1805,39.01
1036,Cape Verde,1805,33.8
1037,Central African Republic,1805,30.0
1038,Chad,1805,30.9
1039,Chile,1805,32.0
1040,China,1805,32.0
1041,Colombia,1805,32.0
1042,Comoros,1805,32.1
1043,"Congo, Dem. Rep.",1805,31.6
1044,"Congo, Rep.",1805,32.7
1045,Costa Rica,1805,30.21
1046,Cote d'Ivoire,1805,31.16
1047,Croatia,1805,36.1
1048,Cuba,1805,32.86
1049,Cyprus,1805,38.5
1050,Czech Republic,1805,34.95
1051,Denmark,1805,43.02
1052,Djibouti,1805,29.9
1053,Dominican Republic,1805,29.9
1054,Ecuador,1805,32.9
1055,Egypt,1805,33.0
1056,El Salvador,1805,28.7
1057,Equatorial Guinea,1805,29.8
1058,Eritrea,1805,30.2
1059,Estonia,1805,33.93
1060,Ethiopia,1805,29.7
1061,Fiji,1805,26.1
1062,Finland,1805,39.8
1063,France,1805,34.88
1064,French Guiana,1805,30.5
1065,French Polynesia,1805,25.6
1066,Gabon,1805,30.6
1067,Gambia,1805,28.8
1068,Georgia,1805,31.87
1069,Germany,1805,38.37
1070,Ghana,1805,28.0
1071,Greece,1805,36.6
1072,Greenland,1805,33.87
1073,Grenada,1805,31.4
1074,Guadeloupe,1805,27.66
1075,Guam,1805,27.5
1076,Guatemala,1805,25.8
1077,Guinea,1805,29.55
1078,Guinea-Bissau,1805,32.0
1079,Guyana,1805,31.12
1080,Haiti,1805,29.0
1081,Honduras,1805,33.9
1082,"Hong Kong, China",1805,34.9
1083,Hungary,1805,36.0
1084,Iceland,1805,30.85
1085,India,1805,25.44
1086,Indonesia,1805,30.0
1087,Iran,1805,25.6
1088,Iraq,1805,31.2
1089,Ireland,1805,38.3
1090,Israel,1805,32.0
1091,Italy,1805,29.69
1092,Jamaica,1805,34.2
1093,Japan,1805,36.4
1094,Jordan,1805,31.7
1095,Kazakhstan,1805,26.2
1096,Kenya,1805,25.5
1097,Kiribati,1805,24.9
1098,North Korea,1805,26.0
1099,South Korea,1805,25.8
1100,Kuwait,1805,26.0
1101,Kyrgyz Republic,1805,23.94
1102,Lao,1805,31.9
1103,Latvia,1805,33.0
1104,Lebanon,1805,29.7
1105,Lesotho,1805,32.8
1106,Liberia,1805,31.1
1107,Libya,1805,33.1
1108,Lithuania,1805,28.9
1109,Luxembourg,1805,36.9
1110,"Macao, China",1805,34.7
1111,"Macedonia, FYR",1805,36.1
1112,Madagascar,1805,30.5
1113,Malawi,1805,30.3
1114,Malaysia,1805,30.6
1115,Maldives,1805,32.65
1116,Mali,1805,26.41
1117,Malta,1805,28.7
1118,Martinique,1805,30.15
1119,Mauritania,1805,32.0
1120,Mauritius,1805,28.7
1121,Mayotte,1805,32.5
1122,Mexico,1805,26.9
1123,"Micronesia, Fed. Sts.",1805,26.7
1124,Moldova,1805,33.15
1125,Mongolia,1805,31.8
1126,Montenegro,1805,35.4
1127,Morocco,1805,33.1
1128,Mozambique,1805,30.28
1129,Myanmar,1805,30.8
1130,Namibia,1805,32.4
1131,Nepal,1805,32.8
1132,Netherlands,1805,39.86
1133,Netherlands Antilles,1805,34.41
1134,New Caledonia,1805,26.0
1135,New Zealand,1805,34.05
1136,Nicaragua,1805,25.4
1137,Niger,1805,30.8
1138,Nigeria,1805,30.4
1139,Norway,1805,44.27
1140,Oman,1805,32.3
1141,Pakistan,1805,25.8
1142,Panama,1805,32.9
1143,Papua New Guinea,1805,31.5
1144,Paraguay,1805,35.5
1145,Peru,1805,35.7
1146,Philippines,1805,30.9
1147,Poland,1805,35.9
1148,Portugal,1805,35.6
1149,Puerto Rico,1805,30.43
1150,Qatar,1805,30.8
1151,Reunion,1805,33.0
1152,Romania,1805,35.7
1153,Russia,1805,29.57
1154,Rwanda,1805,31.8
1155,St. Lucia,1805,28.01
1156,St. Vincent and the Grenadines,1805,25.99
1157,Samoa,1805,25.4
1158,Sao Tome and Principe,1805,31.0
1159,Saudi Arabia,1805,32.1
1160,Senegal,1805,25.2
1161,Serbia,1805,35.5
1162,Seychelles,1805,37.0
1163,Sierra Leone,1805,25.1
1164,Singapore,1805,29.1
1165,Slovak Republic,1805,36.4
1166,Slovenia,1805,36.6
1167,Solomon Islands,1805,25.1
1168,Somalia,1805,29.4
1169,South Africa,1805,33.5
1170,Spain,1805,29.5
1171,Sri Lanka,1805,32.6
1172,Sudan,1805,31.4
1173,Suriname,1805,32.9
1174,Swaziland,1805,32.3
1175,Sweden,1805,41.05
1176,Switzerland,1805,38.0
1177,Syria,1805,31.1
1178,Taiwan,1805,28.3
1179,Tajikistan,1805,24.24
1180,Tanzania,1805,32.2
1181,Thailand,1805,30.4
1182,Timor-Leste,1805,28.95
1183,Togo,1805,31.3
1184,Tonga,1805,28.2
1185,Trinidad and Tobago,1805,32.9
1186,Tunisia,1805,28.8
1187,Turkey,1805,35.0
1188,Turkmenistan,1805,24.0
1189,Uganda,1805,25.3
1190,Ukraine,1805,36.6
1191,United Arab Emirates,1805,30.7
1192,United Kingdom,1805,42.32
1193,United States,1805,39.41
1194,Uruguay,1805,32.9
1195,Uzbekistan,1805,26.93
1196,Vanuatu,1805,24.3
1197,Venezuela,1805,32.2
1198,West Bank and Gaza,1805,32.1
1199,Western Sahara,1805,34.75
1200,Vietnam,1805,32.0
1201,Virgin Islands (U.S.),1805,33.4
1202,Yemen,1805,23.39
1203,Zambia,1805,32.6
1204,Zimbabwe,1805,33.7
1205,South Sudan,1805,26.67
1206,Afghanistan,1806,28.15
1207,Albania,1806,35.4
1208,Algeria,1806,28.82
1209,Angola,1806,26.98
1210,Antigua and Barbuda,1806,33.54
1211,Argentina,1806,33.2
1212,Armenia,1806,34.0
1213,Aruba,1806,34.42
1214,Australia,1806,34.05
1215,Austria,1806,34.4
1216,Azerbaijan,1806,29.17
1217,Bahamas,1806,35.18
1218,Bahrain,1806,30.3
1219,Bangladesh,1806,25.5
1220,Barbados,1806,32.12
1221,Belarus,1806,36.2
1222,Belgium,1806,40.05
1223,Belize,1806,26.5
1224,Benin,1806,31.0
1225,Bhutan,1806,28.8
1226,Bolivia,1806,33.0
1227,Bosnia and Herzegovina,1806,35.1
1228,Botswana,1806,33.6
1229,Brazil,1806,32.0
1230,Brunei,1806,29.2
1231,Bulgaria,1806,36.06
1232,Burkina Faso,1806,29.2
1233,Burundi,1806,31.5
1234,Cambodia,1806,35.0
1235,Cameroon,1806,28.75
1236,Canada,1806,39.01
1237,Cape Verde,1806,33.8
1238,Central African Republic,1806,30.0
1239,Chad,1806,30.9
1240,Chile,1806,32.0
1241,China,1806,32.0
1242,Colombia,1806,32.0
1243,Comoros,1806,32.1
1244,"Congo, Dem. Rep.",1806,31.6
1245,"Congo, Rep.",1806,32.7
1246,Costa Rica,1806,30.21
1247,Cote d'Ivoire,1806,31.16
1248,Croatia,1806,36.1
1249,Cuba,1806,33.02
1250,Cyprus,1806,38.5
1251,Czech Republic,1806,34.95
1252,Denmark,1806,43.78
1253,Djibouti,1806,29.9
1254,Dominican Republic,1806,29.9
1255,Ecuador,1806,32.9
1256,Egypt,1806,33.0
1257,El Salvador,1806,28.7
1258,Equatorial Guinea,1806,29.8
1259,Eritrea,1806,30.2
1260,Estonia,1806,34.12
1261,Ethiopia,1806,29.7
1262,Fiji,1806,26.1
1263,Finland,1806,38.78
1264,France,1806,35.0
1265,French Guiana,1806,30.5
1266,French Polynesia,1806,25.6
1267,Gabon,1806,30.6
1268,Gambia,1806,28.8
1269,Georgia,1806,31.87
1270,Germany,1806,38.37
1271,Ghana,1806,28.0
1272,Greece,1806,36.6
1273,Greenland,1806,33.87
1274,Grenada,1806,31.4
1275,Guadeloupe,1806,27.66
1276,Guam,1806,27.5
1277,Guatemala,1806,25.8
1278,Guinea,1806,29.56
1279,Guinea-Bissau,1806,32.0
1280,Guyana,1806,31.12
1281,Haiti,1806,29.0
1282,Honduras,1806,33.9
1283,"Hong Kong, China",1806,34.9
1284,Hungary,1806,36.0
1285,Iceland,1806,45.82
1286,India,1806,25.44
1287,Indonesia,1806,30.0
1288,Iran,1806,25.6
1289,Iraq,1806,31.2
1290,Ireland,1806,38.3
1291,Israel,1806,32.0
1292,Italy,1806,29.69
1293,Jamaica,1806,34.2
1294,Japan,1806,36.4
1295,Jordan,1806,31.7
1296,Kazakhstan,1806,26.2
1297,Kenya,1806,25.5
1298,Kiribati,1806,24.9
1299,North Korea,1806,26.0
1300,South Korea,1806,25.8
1301,Kuwait,1806,26.0
1302,Kyrgyz Republic,1806,23.94
1303,Lao,1806,31.9
1304,Latvia,1806,33.0
1305,Lebanon,1806,29.7
1306,Lesotho,1806,32.8
1307,Liberia,1806,31.1
1308,Libya,1806,33.1
1309,Lithuania,1806,28.9
1310,Luxembourg,1806,36.9
1311,"Macao, China",1806,34.7
1312,"Macedonia, FYR",1806,36.1
1313,Madagascar,1806,30.5
1314,Malawi,1806,30.3
1315,Malaysia,1806,30.6
1316,Maldives,1806,32.65
1317,Mali,1806,26.41
1318,Malta,1806,28.7
1319,Martinique,1806,30.15
1320,Mauritania,1806,32.0
1321,Mauritius,1806,28.7
1322,Mayotte,1806,32.5
1323,Mexico,1806,26.9
1324,"Micronesia, Fed. Sts.",1806,26.7
1325,Moldova,1806,33.15
1326,Mongolia,1806,31.8
1327,Montenegro,1806,35.4
1328,Morocco,1806,33.1
1329,Mozambique,1806,30.28
1330,Myanmar,1806,30.8
1331,Namibia,1806,32.4
1332,Nepal,1806,32.8
1333,Netherlands,1806,39.86
1334,Netherlands Antilles,1806,34.41
1335,New Caledonia,1806,26.0
1336,New Zealand,1806,34.05
1337,Nicaragua,1806,25.4
1338,Niger,1806,30.8
1339,Nigeria,1806,30.4
1340,Norway,1806,43.76
1341,Oman,1806,32.3
1342,Pakistan,1806,25.8
1343,Panama,1806,32.9
1344,Papua New Guinea,1806,31.5
1345,Paraguay,1806,35.5
1346,Peru,1806,35.7
1347,Philippines,1806,30.9
1348,Poland,1806,35.9
1349,Portugal,1806,35.6
1350,Puerto Rico,1806,30.43
1351,Qatar,1806,30.8
1352,Reunion,1806,33.0
1353,Romania,1806,35.7
1354,Russia,1806,29.57
1355,Rwanda,1806,31.8
1356,St. Lucia,1806,28.01
1357,St. Vincent and the Grenadines,1806,25.99
1358,Samoa,1806,25.4
1359,Sao Tome and Principe,1806,31.0
1360,Saudi Arabia,1806,32.1
1361,Senegal,1806,25.2
1362,Serbia,1806,35.5
1363,Seychelles,1806,37.0
1364,Sierra Leone,1806,25.1
1365,Singapore,1806,29.1
1366,Slovak Republic,1806,36.4
1367,Slovenia,1806,36.6
1368,Solomon Islands,1806,25.1
1369,Somalia,1806,29.4
1370,South Africa,1806,33.5
1371,Spain,1806,29.5
1372,Sri Lanka,1806,32.6
1373,Sudan,1806,31.4
1374,Suriname,1806,32.9
1375,Swaziland,1806,32.3
1376,Sweden,1806,36.17
1377,Switzerland,1806,38.0
1378,Syria,1806,31.1
1379,Taiwan,1806,28.3
1380,Tajikistan,1806,24.24
1381,Tanzania,1806,32.2
1382,Thailand,1806,30.4
1383,Timor-Leste,1806,28.95
1384,Togo,1806,31.3
1385,Tonga,1806,28.2
1386,Trinidad and Tobago,1806,32.9
1387,Tunisia,1806,28.8
1388,Turkey,1806,35.0
1389,Turkmenistan,1806,24.0
1390,Uganda,1806,25.3
1391,Ukraine,1806,36.6
1392,United Arab Emirates,1806,30.7
1393,United Kingdom,1806,43.22
1394,United States,1806,39.41
1395,Uruguay,1806,32.9
1396,Uzbekistan,1806,26.93
1397,Vanuatu,1806,24.3
1398,Venezuela,1806,32.2
1399,West Bank and Gaza,1806,32.1
1400,Western Sahara,1806,34.75
1401,Vietnam,1806,32.0
1402,Virgin Islands (U.S.),1806,33.4
1403,Yemen,1806,23.39
1404,Zambia,1806,32.6
1405,Zimbabwe,1806,33.7
1406,South Sudan,1806,26.67
1407,Afghanistan,1807,28.14
1408,Albania,1807,35.4
1409,Algeria,1807,28.82
1410,Angola,1807,26.98
1411,Antigua and Barbuda,1807,33.54
1412,Argentina,1807,33.2
1413,Armenia,1807,34.0
1414,Aruba,1807,34.42
1415,Australia,1807,34.05
1416,Austria,1807,34.4
1417,Azerbaijan,1807,29.17
1418,Bahamas,1807,35.18
1419,Bahrain,1807,30.3
1420,Bangladesh,1807,25.5
1421,Barbados,1807,32.12
1422,Belarus,1807,36.2
1423,Belgium,1807,40.06
1424,Belize,1807,26.5
1425,Benin,1807,31.0
1426,Bhutan,1807,28.8
1427,Bolivia,1807,33.0
1428,Bosnia and Herzegovina,1807,35.1
1429,Botswana,1807,33.6
1430,Brazil,1807,32.0
1431,Brunei,1807,29.2
1432,Bulgaria,1807,36.11
1433,Burkina Faso,1807,29.2
1434,Burundi,1807,31.5
1435,Cambodia,1807,35.0
1436,Cameroon,1807,28.75
1437,Canada,1807,39.01
1438,Cape Verde,1807,33.8
1439,Central African Republic,1807,30.0
1440,Chad,1807,30.9
1441,Chile,1807,32.0
1442,China,1807,32.0
1443,Colombia,1807,32.0
1444,Comoros,1807,32.1
1445,"Congo, Dem. Rep.",1807,31.6
1446,"Congo, Rep.",1807,32.7
1447,Costa Rica,1807,30.21
1448,Cote d'Ivoire,1807,31.16
1449,Croatia,1807,36.1
1450,Cuba,1807,33.18
1451,Cyprus,1807,38.5
1452,Czech Republic,1807,34.95
1453,Denmark,1807,42.58
1454,Djibouti,1807,29.9
1455,Dominican Republic,1807,29.9
1456,Ecuador,1807,32.9
1457,Egypt,1807,33.0
1458,El Salvador,1807,28.7
1459,Equatorial Guinea,1807,29.8
1460,Eritrea,1807,30.2
1461,Estonia,1807,34.3
1462,Ethiopia,1807,29.7
1463,Fiji,1807,26.1
1464,Finland,1807,36.6
1465,France,1807,34.2
1466,French Guiana,1807,30.5
1467,French Polynesia,1807,25.6
1468,Gabon,1807,30.6
1469,Gambia,1807,28.8
1470,Georgia,1807,31.87
1471,Germany,1807,38.37
1472,Ghana,1807,28.0
1473,Greece,1807,36.6
1474,Greenland,1807,33.87
1475,Grenada,1807,31.4
1476,Guadeloupe,1807,27.66
1477,Guam,1807,27.5
1478,Guatemala,1807,25.8
1479,Guinea,1807,29.57
1480,Guinea-Bissau,1807,32.0
1481,Guyana,1807,31.12
1482,Haiti,1807,29.0
1483,Honduras,1807,33.9
1484,"Hong Kong, China",1807,34.9
1485,Hungary,1807,36.0
1486,Iceland,1807,43.56
1487,India,1807,25.44
1488,Indonesia,1807,30.0
1489,Iran,1807,25.6
1490,Iraq,1807,31.2
1491,Ireland,1807,38.3
1492,Israel,1807,32.0
1493,Italy,1807,29.69
1494,Jamaica,1807,34.2
1495,Japan,1807,36.4
1496,Jordan,1807,31.7
1497,Kazakhstan,1807,26.2
1498,Kenya,1807,25.5
1499,Kiribati,1807,24.9
1500,North Korea,1807,26.0
1501,South Korea,1807,25.8
1502,Kuwait,1807,26.0
1503,Kyrgyz Republic,1807,23.94
1504,Lao,1807,31.9
1505,Latvia,1807,33.0
1506,Lebanon,1807,29.7
1507,Lesotho,1807,32.8
1508,Liberia,1807,31.1
1509,Libya,1807,33.1
1510,Lithuania,1807,28.9
1511,Luxembourg,1807,36.9
1512,"Macao, China",1807,34.7
1513,"Macedonia, FYR",1807,36.1
1514,Madagascar,1807,30.5
1515,Malawi,1807,30.3
1516,Malaysia,1807,30.6
1517,Maldives,1807,32.65
1518,Mali,1807,26.41
1519,Malta,1807,28.7
1520,Martinique,1807,30.15
1521,Mauritania,1807,32.0
1522,Mauritius,1807,28.7
1523,Mayotte,1807,32.5
1524,Mexico,1807,26.9
1525,"Micronesia, Fed. Sts.",1807,26.7
1526,Moldova,1807,33.15
1527,Mongolia,1807,31.8
1528,Montenegro,1807,35.4
1529,Morocco,1807,33.1
1530,Mozambique,1807,30.28
1531,Myanmar,1807,30.8
1532,Namibia,1807,32.4
1533,Nepal,1807,32.8
1534,Netherlands,1807,39.86
1535,Netherlands Antilles,1807,34.41
1536,New Caledonia,1807,26.0
1537,New Zealand,1807,34.05
1538,Nicaragua,1807,25.4
1539,Niger,1807,30.8
1540,Nigeria,1807,30.4
1541,Norway,1807,41.77
1542,Oman,1807,32.3
1543,Pakistan,1807,25.8
1544,Panama,1807,32.9
1545,Papua New Guinea,1807,31.5
1546,Paraguay,1807,35.5
1547,Peru,1807,35.7
1548,Philippines,1807,30.9
1549,Poland,1807,35.9
1550,Portugal,1807,35.6
1551,Puerto Rico,1807,30.43
1552,Qatar,1807,30.8
1553,Reunion,1807,33.0
1554,Romania,1807,35.7
1555,Russia,1807,29.57
1556,Rwanda,1807,31.8
1557,St. Lucia,1807,28.01
1558,St. Vincent and the Grenadines,1807,25.99
1559,Samoa,1807,25.4
1560,Sao Tome and Principe,1807,31.0
1561,Saudi Arabia,1807,32.1
1562,Senegal,1807,25.2
1563,Serbia,1807,35.5
1564,Seychelles,1807,37.0
1565,Sierra Leone,1807,25.1
1566,Singapore,1807,29.1
1567,Slovak Republic,1807,36.4
1568,Slovenia,1807,36.6
1569,Solomon Islands,1807,25.1
1570,Somalia,1807,29.4
1571,South Africa,1807,33.5
1572,Spain,1807,29.5
1573,Sri Lanka,1807,32.6
1574,Sudan,1807,31.4
1575,Suriname,1807,32.9
1576,Swaziland,1807,32.3
1577,Sweden,1807,38.76
1578,Switzerland,1807,38.0
1579,Syria,1807,31.1
1580,Taiwan,1807,28.3
1581,Tajikistan,1807,24.24
1582,Tanzania,1807,32.2
1583,Thailand,1807,30.4
1584,Timor-Leste,1807,28.95
1585,Togo,1807,31.3
1586,Tonga,1807,28.2
1587,Trinidad and Tobago,1807,32.9
1588,Tunisia,1807,28.8
1589,Turkey,1807,35.0
1590,Turkmenistan,1807,24.0
1591,Uganda,1807,25.3
1592,Ukraine,1807,36.6
1593,United Arab Emirates,1807,30.7
1594,United Kingdom,1807,40.05
1595,United States,1807,39.41
1596,Uruguay,1807,32.9
1597,Uzbekistan,1807,26.93
1598,Vanuatu,1807,24.3
1599,Venezuela,1807,32.2
1600,West Bank and Gaza,1807,32.1
1601,Western Sahara,1807,34.75
1602,Vietnam,1807,32.0
1603,Virgin Islands (U.S.),1807,33.4
1604,Yemen,1807,23.39
1605,Zambia,1807,32.6
1606,Zimbabwe,1807,33.7
1607,South Sudan,1807,26.67
1608,Afghanistan,1808,28.13
1609,Albania,1808,35.4
1610,Algeria,1808,28.82
1611,Angola,1808,26.98
1612,Antigua and Barbuda,1808,33.54
1613,Argentina,1808,33.2
1614,Armenia,1808,34.0
1615,Aruba,1808,34.42
1616,Australia,1808,34.05
1617,Austria,1808,34.4
1618,Azerbaijan,1808,29.17
1619,Bahamas,1808,35.18
1620,Bahrain,1808,30.3
1621,Bangladesh,1808,25.5
1622,Barbados,1808,32.12
1623,Belarus,1808,36.2
1624,Belgium,1808,40.06
1625,Belize,1808,26.5
1626,Benin,1808,31.0
1627,Bhutan,1808,28.8
1628,Bolivia,1808,33.0
1629,Bosnia and Herzegovina,1808,35.1
1630,Botswana,1808,33.6
1631,Brazil,1808,32.0
1632,Brunei,1808,29.2
1633,Bulgaria,1808,36.15
1634,Burkina Faso,1808,29.2
1635,Burundi,1808,31.5
1636,Cambodia,1808,35.0
1637,Cameroon,1808,28.75
1638,Canada,1808,39.01
1639,Cape Verde,1808,33.8
1640,Central African Republic,1808,30.0
1641,Chad,1808,30.9
1642,Chile,1808,32.0
1643,China,1808,32.0
1644,Colombia,1808,32.0
1645,Comoros,1808,32.1
1646,"Congo, Dem. Rep.",1808,31.6
1647,"Congo, Rep.",1808,32.7
1648,Costa Rica,1808,30.21
1649,Cote d'Ivoire,1808,31.16
1650,Croatia,1808,36.1
1651,Cuba,1808,33.34
1652,Cyprus,1808,38.5
1653,Czech Republic,1808,34.95
1654,Denmark,1808,39.37
1655,Djibouti,1808,29.9
1656,Dominican Republic,1808,29.9
1657,Ecuador,1808,32.9
1658,Egypt,1808,33.0
1659,El Salvador,1808,28.7
1660,Equatorial Guinea,1808,29.8
1661,Eritrea,1808,30.2
1662,Estonia,1808,34.49
1663,Ethiopia,1808,29.7
1664,Fiji,1808,26.1
1665,Finland,1808,12.48
1666,France,1808,34.5
1667,French Guiana,1808,30.5
1668,French Polynesia,1808,25.6
1669,Gabon,1808,30.6
1670,Gambia,1808,28.8
1671,Georgia,1808,31.87
1672,Germany,1808,38.37
1673,Ghana,1808,28.0
1674,Greece,1808,36.6
1675,Greenland,1808,33.87
1676,Grenada,1808,31.4
1677,Guadeloupe,1808,27.66
1678,Guam,1808,27.5
1679,Guatemala,1808,25.8
1680,Guinea,1808,29.58
1681,Guinea-Bissau,1808,32.0
1682,Guyana,1808,31.12
1683,Haiti,1808,29.0
1684,Honduras,1808,33.9
1685,"Hong Kong, China",1808,34.9
1686,Hungary,1808,36.0
1687,Iceland,1808,43.55
1688,India,1808,25.44
1689,Indonesia,1808,30.0
1690,Iran,1808,25.6
1691,Iraq,1808,31.2
1692,Ireland,1808,38.3
1693,Israel,1808,32.0
1694,Italy,1808,29.69
1695,Jamaica,1808,34.2
1696,Japan,1808,36.4
1697,Jordan,1808,31.7
1698,Kazakhstan,1808,26.2
1699,Kenya,1808,25.5
1700,Kiribati,1808,24.9
1701,North Korea,1808,26.0
1702,South Korea,1808,25.8
1703,Kuwait,1808,26.0
1704,Kyrgyz Republic,1808,23.94
1705,Lao,1808,31.9
1706,Latvia,1808,33.0
1707,Lebanon,1808,29.7
1708,Lesotho,1808,32.8
1709,Liberia,1808,31.1
1710,Libya,1808,33.1
1711,Lithuania,1808,28.9
1712,Luxembourg,1808,36.9
1713,"Macao, China",1808,34.7
1714,"Macedonia, FYR",1808,36.1
1715,Madagascar,1808,30.5
1716,Malawi,1808,30.3
1717,Malaysia,1808,30.6
1718,Maldives,1808,32.65
1719,Mali,1808,26.41
1720,Malta,1808,28.7
1721,Martinique,1808,30.15
1722,Mauritania,1808,32.0
1723,Mauritius,1808,28.7
1724,Mayotte,1808,32.5
1725,Mexico,1808,26.9
1726,"Micronesia, Fed. Sts.",1808,26.7
1727,Moldova,1808,33.15
1728,Mongolia,1808,31.8
1729,Montenegro,1808,35.4
1730,Morocco,1808,33.1
1731,Mozambique,1808,30.28
1732,Myanmar,1808,30.8
1733,Namibia,1808,32.4
1734,Nepal,1808,32.8
1735,Netherlands,1808,39.86
1736,Netherlands Antilles,1808,34.41
1737,New Caledonia,1808,26.0
1738,New Zealand,1808,34.05
1739,Nicaragua,1808,25.4
1740,Niger,1808,30.8
1741,Nigeria,1808,30.4
1742,Norway,1808,37.26
1743,Oman,1808,32.3
1744,Pakistan,1808,25.8
1745,Panama,1808,32.9
1746,Papua New Guinea,1808,31.5
1747,Paraguay,1808,35.5
1748,Peru,1808,35.7
1749,Philippines,1808,30.9
1750,Poland,1808,35.9
1751,Portugal,1808,35.6
1752,Puerto Rico,1808,30.43
1753,Qatar,1808,30.8
1754,Reunion,1808,33.0
1755,Romania,1808,35.7
1756,Russia,1808,29.57
1757,Rwanda,1808,31.8
1758,St. Lucia,1808,28.01
1759,St. Vincent and the Grenadines,1808,25.99
1760,Samoa,1808,25.4
1761,Sao Tome and Principe,1808,31.0
1762,Saudi Arabia,1808,32.1
1763,Senegal,1808,25.2
1764,Serbia,1808,35.5
1765,Seychelles,1808,37.0
1766,Sierra Leone,1808,25.1
1767,Singapore,1808,29.1
1768,Slovak Republic,1808,36.4
1769,Slovenia,1808,36.6
1770,Solomon Islands,1808,25.1
1771,Somalia,1808,29.4
1772,South Africa,1808,33.5
1773,Spain,1808,29.5
1774,Sri Lanka,1808,32.6
1775,Sudan,1808,31.4
1776,Suriname,1808,32.9
1777,Swaziland,1808,32.3
1778,Sweden,1808,30.15
1779,Switzerland,1808,38.0
1780,Syria,1808,31.1
1781,Taiwan,1808,28.3
1782,Tajikistan,1808,24.24
1783,Tanzania,1808,32.2
1784,Thailand,1808,30.4
1785,Timor-Leste,1808,28.95
1786,Togo,1808,31.3
1787,Tonga,1808,28.2
1788,Trinidad and Tobago,1808,32.9
1789,Tunisia,1808,28.8
1790,Turkey,1808,35.0
1791,Turkmenistan,1808,24.0
1792,Uganda,1808,25.3
1793,Ukraine,1808,36.6
1794,United Arab Emirates,1808,30.7
1795,United Kingdom,1808,40.35
1796,United States,1808,39.41
1797,Uruguay,1808,32.9
1798,Uzbekistan,1808,26.93
1799,Vanuatu,1808,24.3
1800,Venezuela,1808,32.2
1801,West Bank and Gaza,1808,32.1
1802,Western Sahara,1808,34.75
1803,Vietnam,1808,32.0
1804,Virgin Islands (U.S.),1808,33.4
1805,Yemen,1808,23.39
